doc_id,item,category,amount,price,discount
62aaf655,Ложки и вилки,Посуда,5,332.14,98.47
62aaf655,Моющее средство для посуды,Бытовая химия,1,134.43,38.98
62aaf655,Покрывала,Текстиль,2,252.88,0.0
62aaf655,Моющее средство для пола,Бытовая химия,5,101.79,0.0
62aaf655,Ножи,Посуда,4,52.63,4.84
63a63fcb,Одеяло,Текстиль,3,417.39,59.65
ab1fa739,Фартук,Текстиль,1,71.82,17.37
ab1fa739,Ложки и вилки,Посуда,5,116.39,23.64
ab1fa739,Антибактериальные салфетки,Бытовая химия,4,299.24,23.41
ab1fa739,Чашки,Посуда,1,346.14,0.0
ab1fa739,Ножи,Посуда,3,52.92,6.65
8de25816,Ложки и вилки,Посуда,1,294.04,10.96
8de25816,Жидкость для чистки,Бытовая химия,3,442.69,32.03
8de25816,Носки,Текстиль,3,219.54,60.01
8de25816,Кастрюля,Посуда,4,96.49,13.38
afeaa833,Шторы,Текстиль,4,140.76,0.0
afeaa833,Сковорода,Посуда,5,476.12,0.0
afeaa833,Моющее средство для кухни,Бытовая химия,4,173.61,0.0
0556bbca,Кастрюля,Посуда,2,228.16,0.0
0556bbca,Губки для посуды,Бытовая химия,2,448.13,0.0
ba8097d8,Губки для посуды,Бытовая химия,1,220.74,0.0
ba8097d8,Антибактериальные салфетки,Бытовая химия,4,213.59,0.0
ba8097d8,Кружки,Посуда,5,153.62,17.53
40350171,Ложки и вилки,Посуда,4,162.93,0.0
40350171,Губки для посуды,Бытовая химия,2,210.32,28.2
40350171,Кружки,Посуда,2,440.14,68.83
526c31eb,Кастрюля,Посуда,5,497.55,0.0
526c31eb,Тостер,Посуда,2,432.47,57.76
e7fda6be,Ножи,Посуда,1,257.83,0.0
e7fda6be,Кастрюля,Посуда,3,272.2,0.0
e7fda6be,Покрывала,Текстиль,4,250.94,45.32
3f7018be,Средство для мытья окон,Бытовая химия,2,439.82,0.0
3f7018be,Чашки,Посуда,2,379.5,14.43
3f7018be,Ножи,Посуда,1,482.7,119.11
851b0567,Кастрюля,Посуда,3,367.02,0.0
851b0567,Моющее средство для посуды,Бытовая химия,3,103.92,20.72
851b0567,Средство для мытья окон,Бытовая химия,2,102.77,30.36
851b0567,Тостер,Посуда,5,224.29,58.88
851b0567,Чайник,Посуда,4,227.1,0.0
ca239e7c,Ложки и вилки,Посуда,5,494.77,0.0
ca239e7c,Кастрюля,Посуда,4,408.8,0.0
ca239e7c,Кружки,Посуда,4,364.61,0.0
ca239e7c,Антибактериальные салфетки,Бытовая химия,5,287.66,13.89
de4ae35d,Шторы,Текстиль,5,354.68,11.13
6efcf96d,Шторы,Текстиль,5,109.36,23.6
6efcf96d,Постельное бельё,Текстиль,2,152.29,37.8
6efcf96d,Кружки,Посуда,1,195.52,34.99
6efcf96d,Кастрюля,Посуда,2,449.0,97.77
dd9548ec,Одеяло,Текстиль,2,179.54,0.0
e573828f,Тканевые мешки для стирки,Текстиль,2,387.93,95.47
e573828f,Шторы,Текстиль,5,220.19,0.0
e573828f,Шторы,Текстиль,4,361.14,79.37
1a1e8edf,Кружки,Посуда,1,60.96,0.0
f67871a0,Постельное бельё,Текстиль,5,462.5,0.0
f67871a0,Ложки и вилки,Посуда,4,50.89,0.0
e27637c1,Одеяло,Текстиль,5,90.68,0.0
f0986090,Средство для мытья окон,Бытовая химия,5,135.54,6.58
f0986090,Порошок для стирки,Бытовая химия,4,310.16,24.85
f0986090,Кастрюля,Посуда,4,96.81,0.0
f0986090,Чайник,Посуда,4,314.79,0.0
529e0c63,Кастрюля,Посуда,2,111.78,32.23
529e0c63,Коврики для ванной,Текстиль,4,392.61,0.0
529e0c63,Коврики для ванной,Текстиль,4,153.3,0.0
529e0c63,Моющее средство для пола,Бытовая химия,2,93.61,0.0
b8c21f6b,Чашки,Посуда,3,298.74,86.75
b8c21f6b,Тканевые мешки для стирки,Текстиль,3,387.12,23.77
