doc_id,item,category,amount,price,discount
c0dc2fd0,Средство для мытья окон,Бытовая химия,3,310.86,0.0
c0dc2fd0,Покрывала,Текстиль,1,67.0,0.0
c0dc2fd0,Ложки и вилки,Посуда,2,259.18,11.18
0a68cb78,Подушка,Текстиль,2,202.7,27.47
0a68cb78,Моющее средство для пола,Бытовая химия,1,91.43,0.0
0a68cb78,Постельное бельё,Текстиль,3,90.48,0.0
37281538,Фартук,Текстиль,3,438.95,0.0
37281538,Ножи,Посуда,4,283.93,71.1
37281538,Одеяло,Текстиль,2,170.23,33.63
37281538,Жидкость для чистки,Бытовая химия,3,391.38,97.61
ffd03258,Ножи,Посуда,3,227.63,50.53
ffd03258,Моющее средство для кухни,Бытовая химия,3,105.81,28.45
ffd03258,Шторы,Текстиль,5,103.69,3.94
ffd03258,Чистящее средство,Бытовая химия,4,328.23,0.0
a6466512,Тостер,Посуда,3,172.58,0.0
b149a2c1,Сковорода,Посуда,5,62.3,0.0
b149a2c1,Тарелки,Посуда,4,196.04,0.0
9f2b7ed9,Жидкость для чистки,Бытовая химия,3,328.34,0.0
9f2b7ed9,Одеяло,Текстиль,3,386.32,4.59
9f2b7ed9,Чистящее средство,Бытовая химия,4,255.82,0.0
9f2b7ed9,Шторы,Текстиль,4,385.79,0.0
9f2b7ed9,Моющее средство для кухни,Бытовая химия,3,281.24,0.0
3e34b757,Полотенца,Текстиль,5,491.0,20.08
3e34b757,Сковорода,Посуда,3,211.53,29.9
3e34b757,Салатники,Посуда,5,395.4,111.36
3e34b757,Чистящее средство,Бытовая химия,4,227.28,67.19
3e34b757,Кастрюля,Посуда,1,202.2,16.89
b199876e,Носки,Текстиль,4,59.43,0.0
b199876e,Губки для посуды,Бытовая химия,2,353.8,95.81
b199876e,Порошок для стирки,Бытовая химия,5,189.46,9.77
a78104fc,Салатники,Посуда,4,277.51,0.0
ce3e3a56,Покрывала,Текстиль,3,225.31,0.0
ce3e3a56,Кастрюля,Посуда,5,291.05,0.0
ce3e3a56,Чашки,Посуда,2,392.16,59.26
ce3e3a56,Шторы,Текстиль,1,52.59,0.0
ce3e3a56,Моющее средство для пола,Бытовая химия,2,295.95,82.79
0b3bddb8,Кастрюля,Посуда,3,277.92,82.76
0b3bddb8,Жидкость для чистки,Бытовая химия,4,101.28,0.0
77e91e67,Ножи,Посуда,3,74.11,19.48
8b4f3e8a,Фартук,Текстиль,3,151.26,41.33
8b4f3e8a,Моющее средство для посуды,Бытовая химия,3,375.41,0.0
8b4f3e8a,Постельное бельё,Текстиль,4,478.74,0.0
8b4f3e8a,Кастрюля,Посуда,1,55.85,0.0
8b4f3e8a,Чашки,Посуда,5,378.47,102.86
19ed3264,Сковорода,Посуда,2,286.87,61.12
19ed3264,Кастрюля,Посуда,3,412.26,0.0
19ed3264,Шторы,Текстиль,3,387.59,49.04
e0030b1a,Средство для мытья окон,Бытовая химия,3,218.16,0.0
e0030b1a,Моющее средство для пола,Бытовая химия,1,440.3,113.39
e0030b1a,Ножи,Посуда,1,427.26,0.0
e0030b1a,Тарелки,Посуда,1,54.01,0.0
e0030b1a,Сковорода,Посуда,2,403.4,0.0
d54193bd,Моющее средство для пола,Бытовая химия,5,219.31,32.83
8e481dd3,Тарелки,Посуда,3,351.41,0.0
8e481dd3,Моющее средство для посуды,Бытовая химия,4,67.39,0.0
8e481dd3,Ложки и вилки,Посуда,3,366.39,95.69
8e481dd3,Моющее средство для кухни,Бытовая химия,1,344.55,0.0
8e481dd3,Шторы,Текстиль,2,385.5,0.0
