doc_id,item,category,amount,price,discount
f3fe1b68,Полотенца,Текстиль,4,348.34,23.4
f3fe1b68,Чайник,Посуда,4,102.81,0.0
f3fe1b68,Покрывала,Текстиль,3,134.0,0.0
f3fe1b68,Чашки,Посуда,1,213.45,60.96
9dcf248a,Кружки,Посуда,2,57.86,10.34
9dcf248a,Губки для посуды,Бытовая химия,4,363.47,0.0
9dcf248a,Салатники,Посуда,2,298.74,0.0
9dcf248a,Кастрюля,Посуда,4,214.76,0.0
9dcf248a,Тостер,Посуда,1,115.44,0.0
f7aac1af,Антибактериальные салфетки,Бытовая химия,5,148.29,0.0
f7aac1af,Фартук,Текстиль,5,59.7,13.27
f7aac1af,Постельное бельё,Текстиль,4,273.2,0.0
c41455dd,Моющее средство для посуды,Бытовая химия,1,371.76,0.0
c41455dd,Моющее средство для пола,Бытовая химия,5,280.34,0.0
c41455dd,Жидкость для чистки,Бытовая химия,4,158.01,0.0
c41455dd,Сковорода,Посуда,1,338.28,68.41
c41455dd,Ножи,Посуда,1,388.41,23.04
15f55f83,Тарелки,Посуда,4,371.97,0.0
15f55f83,Губки для посуды,Бытовая химия,3,307.29,82.43
03d43cb2,Губки для посуды,Бытовая химия,2,248.33,0.0
03d43cb2,Покрывала,Текстиль,1,340.71,0.0
03d43cb2,Ножи,Посуда,3,346.12,4.48
03d43cb2,Средство для мытья окон,Бытовая химия,5,463.18,0.0
03d43cb2,Моющее средство для кухни,Бытовая химия,5,416.98,62.15
75f2f7c6,Одеяло,Текстиль,5,275.96,0.0
75f2f7c6,Средство для мытья окон,Бытовая химия,4,226.11,33.47
75f2f7c6,Постельное бельё,Текстиль,3,141.24,0.0
75f2f7c6,Моющее средство для пола,Бытовая химия,5,312.19,0.0
75f2f7c6,Губки для посуды,Бытовая химия,2,286.96,31.37
539ffbff,Тостер,Посуда,5,239.4,32.29
539ffbff,Полотенца,Текстиль,2,436.26,43.59
b4faab31,Ложки и вилки,Посуда,3,468.54,116.75
b4faab31,Ложки и вилки,Посуда,4,428.83,0.0
b4faab31,Чистящее средство,Бытовая химия,5,459.94,37.6
b4faab31,Салатники,Посуда,5,134.73,24.45
1922304f,Моющее средство для пола,Бытовая химия,4,114.91,0.0
1922304f,Губки для посуды,Бытовая химия,3,101.5,0.0
a4a29f41,Полотенца,Текстиль,5,357.81,85.93
a4a29f41,Моющее средство для пола,Бытовая химия,4,103.02,0.0
a4a29f41,Ложки и вилки,Посуда,5,202.98,0.0
a4a29f41,Кастрюля,Посуда,3,401.73,117.91
a4a29f41,Кастрюля,Посуда,5,204.39,54.17
7a291445,Коврики для ванной,Текстиль,3,133.36,0.0
