doc_id,item,category,amount,price,discount
c654e3e4,Ложки и вилки,Посуда,3,199.88,0.0
c654e3e4,Чашки,Посуда,1,307.2,76.01
c654e3e4,Чистящее средство,Бытовая химия,5,337.38,66.15
c654e3e4,Антибактериальные салфетки,Бытовая химия,5,258.62,0.0
c84783f9,Сковорода,Посуда,2,448.14,0.0
c84783f9,Коврики для ванной,Текстиль,2,354.06,0.0
c84783f9,Средство для мытья окон,Бытовая химия,1,392.5,80.7
c84783f9,Освежитель воздуха,Бытовая химия,5,142.74,31.41
40e8f716,Тостер,Посуда,4,88.36,0.0
324309bc,Средство для мытья окон,Бытовая химия,4,497.43,0.0
324309bc,Ножи,Посуда,5,365.76,0.0
324309bc,Покрывала,Текстиль,5,464.32,121.06
324309bc,Антибактериальные салфетки,Бытовая химия,2,423.72,9.74
324309bc,Чайник,Посуда,1,246.74,0.0
c89be592,Ножи,Посуда,4,395.52,0.0
c89be592,Тостер,Посуда,1,159.61,0.0
c89be592,Моющее средство для кухни,Бытовая химия,3,202.84,0.0
a5908def,Средство для мытья окон,Бытовая химия,4,277.21,0.0
c1dc562a,Моющее средство для посуды,Бытовая химия,1,446.03,0.0
c1dc562a,Чашки,Посуда,5,132.77,21.39
c1dc562a,Шторы,Текстиль,4,343.39,0.0
c1dc562a,Подушка,Текстиль,1,218.95,0.0
c1dc562a,Ножи,Посуда,3,336.85,0.0
4a486c83,Чайник,Посуда,1,423.58,81.02
916ebdb8,Одеяло,Текстиль,3,57.53,0.0
337d27b8,Одеяло,Текстиль,1,189.25,50.3
337d27b8,Средство для мытья окон,Бытовая химия,5,469.22,0.0
0251c701,Чайник,Посуда,5,300.45,0.0
0251c701,Кастрюля,Посуда,2,129.66,12.15
7226e4af,Чашки,Посуда,3,329.04,0.0
7226e4af,Тканевые мешки для стирки,Текстиль,2,281.05,0.0
7226e4af,Антибактериальные салфетки,Бытовая химия,3,287.69,0.0
7226e4af,Освежитель воздуха,Бытовая химия,2,82.85,0.0
7226e4af,Салатники,Посуда,5,272.44,50.96
d2dc8211,Моющее средство для пола,Бытовая химия,3,134.01,39.78
d2dc8211,Чистящее средство,Бытовая химия,4,334.78,87.72
e050e9aa,Тканевые мешки для стирки,Текстиль,2,140.93,33.55
e050e9aa,Фартук,Текстиль,2,463.78,15.63
e050e9aa,Салатники,Посуда,5,216.98,57.08
7f856e7e,Подушка,Текстиль,3,395.36,0.0
7f856e7e,Сковорода,Посуда,3,249.77,54.42
7f856e7e,Освежитель воздуха,Бытовая химия,2,322.86,12.27
a73b80d1,Ложки и вилки,Посуда,4,261.16,0.0
a73b80d1,Кружки,Посуда,1,304.11,0.0
