doc_id,item,category,amount,price,discount
4bdb6d03,Покрывала,Текстиль,2,97.88,0.0
4bdb6d03,Антибактериальные салфетки,Бытовая химия,1,406.42,0.0
4bdb6d03,Освежитель воздуха,Бытовая химия,5,407.91,112.39
4bdb6d03,Средство для мытья окон,Бытовая химия,5,422.09,51.65
aa168386,Кружки,Посуда,4,259.47,0.0
aa168386,Тканевые мешки для стирки,Текстиль,1,201.13,49.4
aa168386,Средство для мытья окон,Бытовая химия,1,399.68,86.01
242728dd,Фартук,Текстиль,2,377.72,13.81
242728dd,Губки для посуды,Бытовая химия,5,327.2,0.0
242728dd,Салатники,Посуда,3,150.24,11.45
242728dd,Чайник,Посуда,1,286.38,19.85
242728dd,Шторы,Текстиль,5,212.41,0.0
9bf9f99c,Постельное бельё,Текстиль,2,136.97,21.79
410b9516,Моющее средство для пола,Бытовая химия,4,250.2,0.0
410b9516,Антибактериальные салфетки,Бытовая химия,3,107.86,0.0
b465fedf,Ножи,Посуда,4,494.69,0.0
b465fedf,Покрывала,Текстиль,4,447.88,76.51
b465fedf,Губки для посуды,Бытовая химия,2,302.87,43.91
b465fedf,Ложки и вилки,Посуда,4,348.6,0.0
b465fedf,Чайник,Посуда,3,162.43,35.81
583605e3,Сковорода,Посуда,5,97.5,0.0
7afa7e52,Чистящее средство,Бытовая химия,3,137.25,18.21
7afa7e52,Ложки и вилки,Посуда,5,325.32,88.67
7afa7e52,Кружки,Посуда,1,395.52,43.04
ae3ef239,Кастрюля,Посуда,1,63.25,16.33
ae3ef239,Губки для посуды,Бытовая химия,1,85.58,0.0
3fb873c3,Коврики для ванной,Текстиль,4,424.69,0.0
3fb873c3,Салатники,Посуда,4,289.16,0.0
1521002c,Чайник,Посуда,2,53.34,0.0
1521002c,Полотенца,Текстиль,2,188.71,6.19
1521002c,Освежитель воздуха,Бытовая химия,1,372.17,15.86
1521002c,Чашки,Посуда,1,427.5,0.0
1521002c,Шторы,Текстиль,2,414.87,117.99
3b146112,Носки,Текстиль,4,253.37,13.38
3b146112,Моющее средство для посуды,Бытовая химия,1,480.79,0.0
801e80e8,Моющее средство для посуды,Бытовая химия,1,409.44,64.57
801e80e8,Постельное бельё,Текстиль,3,192.12,0.0
3d6fb918,Сковорода,Посуда,5,117.2,0.0
3d6fb918,Коврики для ванной,Текстиль,4,404.42,69.36
3d6fb918,Чашки,Посуда,2,301.42,0.0
42f9c30c,Салатники,Посуда,4,162.78,0.0
42f9c30c,Моющее средство для кухни,Бытовая химия,5,404.24,0.0
fc807ed2,Тостер,Посуда,5,246.14,73.42
fc807ed2,Моющее средство для посуды,Бытовая химия,5,56.81,14.49
fc807ed2,Тостер,Посуда,2,142.72,42.29
fc807ed2,Ложки и вилки,Посуда,1,320.47,45.98
ceb82c53,Носки,Текстиль,2,185.08,0.0
ceb82c53,Моющее средство для кухни,Бытовая химия,5,296.1,27.11
