doc_id,item,category,amount,price,discount
e17927a6,Губки для посуды,Бытовая химия,3,51.33,0.0
e17927a6,Кастрюля,Посуда,1,202.33,29.38
e17927a6,Тканевые мешки для стирки,Текстиль,4,405.47,4.08
e17927a6,Губки для посуды,Бытовая химия,3,424.13,28.73
e17927a6,Салатники,Посуда,4,268.87,0.0
505d0047,Освежитель воздуха,Бытовая химия,4,277.78,0.0
6ebaf295,Жидкость для чистки,Бытовая химия,2,398.23,66.65
6ebaf295,Жидкость для чистки,Бытовая химия,1,347.98,0.0
e1197944,Антибактериальные салфетки,Бытовая химия,3,351.41,11.02
e1197944,Салатники,Посуда,1,371.07,79.83
e1197944,Моющее средство для посуды,Бытовая химия,2,326.8,0.0
b286d2ce,Тостер,Посуда,3,460.93,108.18
b286d2ce,Чашки,Посуда,2,469.85,44.01
e48047f8,Тарелки,Посуда,2,485.72,0.0
e48047f8,Освежитель воздуха,Бытовая химия,3,464.88,52.38
e48047f8,Кружки,Посуда,4,374.41,19.05
e48047f8,Чайник,Посуда,3,108.05,0.0
677694b9,Моющее средство для посуды,Бытовая химия,1,168.56,31.64
16876d0b,Тостер,Посуда,3,363.81,50.9
16876d0b,Губки для посуды,Бытовая химия,4,72.57,0.0
16876d0b,Средство для мытья окон,Бытовая химия,5,255.04,0.0
16876d0b,Чашки,Посуда,5,67.9,0.0
16876d0b,Жидкость для чистки,Бытовая химия,3,401.56,32.0
21def33e,Коврики для ванной,Текстиль,2,420.55,116.35
21def33e,Чистящее средство,Бытовая химия,5,278.64,0.0
21def33e,Постельное бельё,Текстиль,2,486.59,111.45
21def33e,Полотенца,Текстиль,2,399.28,84.09
fab65d2f,Ложки и вилки,Посуда,2,69.72,0.0
a2d86c74,Покрывала,Текстиль,2,251.23,25.8
a2d86c74,Чистящее средство,Бытовая химия,4,64.47,0.0
a2d86c74,Салатники,Посуда,4,56.02,14.98
a2d86c74,Сковорода,Посуда,1,306.17,0.0
07f61211,Шторы,Текстиль,4,405.69,0.0
07f61211,Моющее средство для посуды,Бытовая химия,3,134.12,0.0
07f61211,Освежитель воздуха,Бытовая химия,5,105.33,0.0
e305adcc,Средство для мытья окон,Бытовая химия,2,66.49,0.0
e305adcc,Тканевые мешки для стирки,Текстиль,2,310.05,0.0
e305adcc,Фартук,Текстиль,2,132.62,0.0
e305adcc,Тканевые мешки для стирки,Текстиль,1,62.03,0.0
e305adcc,Шторы,Текстиль,4,481.43,123.34
