doc_id,item,category,amount,price,discount
fc12c56b,Полотенца,Текстиль,5,431.06,97.0
fc12c56b,Постельное бельё,Текстиль,1,349.39,0.0
fc12c56b,Моющее средство для кухни,Бытовая химия,3,187.39,46.27
b5b0f5d8,Моющее средство для пола,Бытовая химия,2,152.27,11.6
b5b0f5d8,Кастрюля,Посуда,1,333.59,0.0
8f86643a,Постельное бельё,Текстиль,4,196.09,0.0
8f86643a,Постельное бельё,Текстиль,1,233.0,53.3
aef8717e,Моющее средство для кухни,Бытовая химия,1,299.21,0.0
f064bcbe,Носки,Текстиль,3,327.18,0.0
f064bcbe,Постельное бельё,Текстиль,4,213.93,0.0
f064bcbe,Порошок для стирки,Бытовая химия,4,239.47,0.0
f064bcbe,Полотенца,Текстиль,5,264.5,49.39
0f4a7e1e,Носки,Текстиль,4,251.27,48.01
0f4a7e1e,Чистящее средство,Бытовая химия,3,294.08,0.0
0f4a7e1e,Салатники,Посуда,5,69.15,1.98
0f4a7e1e,Носки,Текстиль,3,151.49,10.94
1fae9f43,Подушка,Текстиль,5,268.26,0.0
1fae9f43,Губки для посуды,Бытовая химия,3,468.42,56.99
1fae9f43,Антибактериальные салфетки,Бытовая химия,2,480.53,109.76
1fae9f43,Кружки,Посуда,4,325.83,80.75
1fae9f43,Подушка,Текстиль,3,109.27,7.02
46fcc559,Моющее средство для кухни,Бытовая химия,5,497.23,89.89
46fcc559,Жидкость для чистки,Бытовая химия,4,403.77,35.79
46fcc559,Полотенца,Текстиль,2,454.26,103.96
46fcc559,Сковорода,Посуда,3,322.13,0.0
46fcc559,Полотенца,Текстиль,5,479.89,134.15
70ee76cc,Тостер,Посуда,1,57.53,15.36
70ee76cc,Подушка,Текстиль,3,266.09,63.17
70ee76cc,Губки для посуды,Бытовая химия,5,234.47,59.17
a78bc5ef,Жидкость для чистки,Бытовая химия,4,269.32,0.0
a78bc5ef,Моющее средство для кухни,Бытовая химия,4,193.28,0.0
a78bc5ef,Сковорода,Посуда,1,317.68,0.0
a78bc5ef,Ножи,Посуда,2,205.22,12.56
d66fa588,Ложки и вилки,Посуда,2,436.38,61.5
d66fa588,Покрывала,Текстиль,3,206.89,0.0
c0a2567f,Носки,Текстиль,4,159.2,0.0
c0a2567f,Чайник,Посуда,4,404.73,12.2
b2adadab,Салатники,Посуда,2,239.58,14.77
544015b7,Кружки,Посуда,4,429.06,0.0
544015b7,Коврики для ванной,Текстиль,3,430.05,12.76
fc42cc4a,Фартук,Текстиль,3,428.24,0.0
fc42cc4a,Сковорода,Посуда,1,75.7,6.44
fc42cc4a,Кружки,Посуда,1,467.3,0.0
fc42cc4a,Освежитель воздуха,Бытовая химия,5,210.69,7.89
fc42cc4a,Шторы,Текстиль,3,294.9,0.0
082ffedf,Антибактериальные салфетки,Бытовая химия,1,464.91,6.31
082ffedf,Кастрюля,Посуда,2,140.41,10.66
082ffedf,Салатники,Посуда,2,81.4,0.0
082ffedf,Освежитель воздуха,Бытовая химия,3,222.37,0.0
9a1fb048,Кастрюля,Посуда,3,384.78,39.6
9a1fb048,Средство для мытья окон,Бытовая химия,4,432.55,38.48
9a1fb048,Одеяло,Текстиль,1,132.75,33.21
5658f4b9,Подушка,Текстиль,3,118.39,0.0
5658f4b9,Ложки и вилки,Посуда,2,456.87,27.86
5658f4b9,Моющее средство для пола,Бытовая химия,4,202.62,37.9
5658f4b9,Тостер,Посуда,5,246.67,0.0
5658f4b9,Порошок для стирки,Бытовая химия,4,450.56,0.0
f7a8544e,Освежитель воздуха,Бытовая химия,5,286.86,53.38
f7a8544e,Фартук,Текстиль,2,172.76,0.0
3c98d1bf,Кастрюля,Посуда,3,470.9,0.0
3c98d1bf,Тостер,Посуда,1,470.89,0.0
3c98d1bf,Покрывала,Текстиль,5,369.59,0.0
3c98d1bf,Порошок для стирки,Бытовая химия,4,348.46,0.0
3823244f,Тостер,Посуда,5,57.54,0.0
3823244f,Ножи,Посуда,1,52.23,8.49
3823244f,Моющее средство для кухни,Бытовая химия,3,340.72,0.0
