doc_id,item,category,amount,price,discount
936a0693,Чашки,Посуда,3,389.34,0.0
936a0693,Губки для посуды,Бытовая химия,2,386.76,100.92
6832b068,Фартук,Текстиль,2,83.09,8.82
6832b068,Антибактериальные салфетки,Бытовая химия,4,483.13,0.0
6832b068,Порошок для стирки,Бытовая химия,1,142.63,0.0
6832b068,Средство для мытья окон,Бытовая химия,1,284.95,0.0
7dbcdcaa,Тарелки,Посуда,3,291.83,83.54
8250ed44,Моющее средство для кухни,Бытовая химия,3,62.77,11.36
8250ed44,Освежитель воздуха,Бытовая химия,2,477.54,0.0
8250ed44,Моющее средство для пола,Бытовая химия,1,210.15,37.54
8250ed44,Ножи,Посуда,5,351.78,22.95
f79c94da,Фартук,Текстиль,5,432.5,58.47
6c0adac2,Постельное бельё,Текстиль,1,215.49,50.33
6c0adac2,Постельное бельё,Текстиль,2,291.84,0.0
6c0adac2,Моющее средство для пола,Бытовая химия,4,465.82,72.25
6c0adac2,Кружки,Посуда,3,131.2,0.0
372aa55e,Салатники,Посуда,3,92.26,0.0
ca366dc3,Чашки,Посуда,1,485.27,45.59
ca366dc3,Жидкость для чистки,Бытовая химия,3,245.74,8.54
ca366dc3,Ложки и вилки,Посуда,3,264.46,65.02
b5fccc91,Кружки,Посуда,3,284.22,60.92
b5fccc91,Носки,Текстиль,4,390.96,0.0
9e6561a6,Шторы,Текстиль,4,340.19,0.0
9e6561a6,Тостер,Посуда,2,407.6,43.67
9e6561a6,Моющее средство для кухни,Бытовая химия,3,236.3,0.0
9e6561a6,Ложки и вилки,Посуда,4,405.38,99.17
9e6561a6,Сковорода,Посуда,2,447.9,11.06
68e4381f,Тарелки,Посуда,3,485.89,0.0
68e4381f,Моющее средство для пола,Бытовая химия,2,417.08,123.17
68e4381f,Освежитель воздуха,Бытовая химия,5,451.02,20.95
68e4381f,Порошок для стирки,Бытовая химия,5,387.44,0.0
31df20c2,Полотенца,Текстиль,3,135.54,26.88
31df20c2,Тостер,Посуда,1,477.52,52.95
32d4d728,Покрывала,Текстиль,1,498.95,0.0
32d4d728,Подушка,Текстиль,4,68.23,0.0
32d4d728,Покрывала,Текстиль,5,459.37,118.25
32d4d728,Кружки,Посуда,1,188.5,39.41
32d4d728,Фартук,Текстиль,5,450.02,128.35
538c41a3,Губки для посуды,Бытовая химия,2,370.9,25.65
538c41a3,Моющее средство для пола,Бытовая химия,2,356.03,0.0
538c41a3,Носки,Текстиль,1,58.48,0.0
538c41a3,Носки,Текстиль,1,387.74,0.0
538c41a3,Моющее средство для посуды,Бытовая химия,5,126.34,0.14
31a5d0ea,Кружки,Посуда,5,91.2,0.0
739a5bba,Носки,Текстиль,1,135.4,0.0
739a5bba,Постельное бельё,Текстиль,2,185.54,33.85
739a5bba,Коврики для ванной,Текстиль,4,66.08,12.92
a05c5b64,Тканевые мешки для стирки,Текстиль,1,377.19,0.0
a05c5b64,Ложки и вилки,Посуда,2,111.81,23.05
3732e381,Ложки и вилки,Посуда,4,366.26,101.23
3732e381,Антибактериальные салфетки,Бытовая химия,5,73.1,13.34
52454faa,Жидкость для чистки,Бытовая химия,2,497.82,72.2
52454faa,Чайник,Посуда,5,128.74,2.65
f1097582,Тостер,Посуда,3,256.3,28.67
f1097582,Кастрюля,Посуда,3,94.93,0.0
f79f1ed0,Фартук,Текстиль,5,211.79,0.0
04b1fff9,Антибактериальные салфетки,Бытовая химия,1,304.3,0.0
04b1fff9,Шторы,Текстиль,4,310.36,19.83
209cfee6,Освежитель воздуха,Бытовая химия,5,369.23,0.0
209cfee6,Полотенца,Текстиль,5,474.04,132.88
209cfee6,Моющее средство для пола,Бытовая химия,1,167.07,40.16
209cfee6,Носки,Текстиль,5,211.75,12.06
9d13f1d6,Тканевые мешки для стирки,Текстиль,4,437.05,0.0
9d13f1d6,Средство для мытья окон,Бытовая химия,3,492.83,132.36
9d13f1d6,Подушка,Текстиль,5,180.35,0.0
9d13f1d6,Носки,Текстиль,4,237.92,0.0
8e47059f,Тостер,Посуда,4,407.79,0.0
8e47059f,Коврики для ванной,Текстиль,5,131.37,0.0
8e47059f,Моющее средство для посуды,Бытовая химия,4,359.2,14.98
8e47059f,Моющее средство для пола,Бытовая химия,5,396.74,0.0
8e47059f,Тканевые мешки для стирки,Текстиль,1,203.09,0.0
e157d93e,Губки для посуды,Бытовая химия,1,453.05,0.0
e157d93e,Чистящее средство,Бытовая химия,4,381.04,0.0
e157d93e,Постельное бельё,Текстиль,1,135.62,21.16
591645f9,Губки для посуды,Бытовая химия,4,173.27,0.0
591645f9,Тарелки,Посуда,5,487.03,0.0
591645f9,Жидкость для чистки,Бытовая химия,2,296.35,0.0
591645f9,Тарелки,Посуда,5,208.85,47.09
591645f9,Порошок для стирки,Бытовая химия,1,457.38,57.45
a710057e,Губки для посуды,Бытовая химия,3,63.97,0.0
a710057e,Тарелки,Посуда,2,342.62,85.67
a710057e,Ложки и вилки,Посуда,5,179.93,32.82
a710057e,Тарелки,Посуда,2,142.58,0.0
a710057e,Порошок для стирки,Бытовая химия,5,126.31,24.64
36219dab,Покрывала,Текстиль,4,404.46,74.37
36219dab,Покрывала,Текстиль,4,441.15,128.12
36219dab,Чашки,Посуда,2,140.7,16.94
d178b762,Подушка,Текстиль,2,493.13,39.41
d178b762,Антибактериальные салфетки,Бытовая химия,2,386.25,44.59
d178b762,Ложки и вилки,Посуда,1,306.62,0.0
