doc_id,item,category,amount,price,discount
a0ebed13,Тостер,Посуда,5,237.55,0.0
a0ebed13,Шторы,Текстиль,2,267.61,0.0
a0ebed13,Покрывала,Текстиль,5,268.96,58.84
26d696dd,Полотенца,Текстиль,3,126.11,6.88
26d696dd,Носки,Текстиль,4,311.34,9.55
26d696dd,Ножи,Посуда,4,61.12,5.13
6640bb7c,Ложки и вилки,Посуда,2,105.14,0.0
2fafb43d,Сковорода,Посуда,1,435.43,0.0
2fafb43d,Моющее средство для кухни,Бытовая химия,3,86.56,0.0
2fafb43d,Подушка,Текстиль,2,177.72,0.0
2fafb43d,Полотенца,Текстиль,5,484.62,12.34
a0d94b60,Освежитель воздуха,Бытовая химия,5,378.45,80.1
a0d94b60,Тарелки,Посуда,4,387.55,10.31
f5133dde,Чашки,Посуда,2,239.16,9.73
f5133dde,Сковорода,Посуда,2,100.96,15.76
f5133dde,Моющее средство для пола,Бытовая химия,2,194.33,0.0
f5133dde,Кастрюля,Посуда,2,332.69,42.89
f5133dde,Моющее средство для посуды,Бытовая химия,5,358.79,4.7
25bea125,Одеяло,Текстиль,4,368.8,0.0
25bea125,Тарелки,Посуда,3,318.21,17.77
3ea72ed1,Антибактериальные салфетки,Бытовая химия,5,123.33,25.57
3ea72ed1,Антибактериальные салфетки,Бытовая химия,1,496.09,0.0
3ea72ed1,Носки,Текстиль,4,136.42,0.0
3ea72ed1,Тканевые мешки для стирки,Текстиль,2,188.8,4.75
b1d2b4b6,Моющее средство для кухни,Бытовая химия,1,325.59,38.48
f55d75f1,Одеяло,Текстиль,5,145.27,0.0
f55d75f1,Подушка,Текстиль,3,427.0,0.0
f55d75f1,Постельное бельё,Текстиль,1,246.39,49.94
f55d75f1,Чашки,Посуда,3,432.55,0.0
63c8ae39,Порошок для стирки,Бытовая химия,4,51.57,14.9
63c8ae39,Ножи,Посуда,2,84.0,12.9
63c8ae39,Губки для посуды,Бытовая химия,5,471.26,0.0
d46f940f,Салатники,Посуда,3,222.55,41.3
58248473,Кружки,Посуда,3,471.35,12.94
58248473,Чайник,Посуда,4,242.34,0.0
7e59b6ea,Порошок для стирки,Бытовая химия,2,262.7,0.0
7e59b6ea,Фартук,Текстиль,4,438.1,0.0
7e59b6ea,Чашки,Посуда,3,132.17,0.0
17779602,Фартук,Текстиль,3,67.5,17.67
c6eccd09,Чайник,Посуда,4,310.58,0.0
c6eccd09,Ножи,Посуда,3,131.81,0.0
4300d589,Одеяло,Текстиль,5,464.52,110.96
5a2760c1,Губки для посуды,Бытовая химия,2,479.65,0.0
5a2760c1,Жидкость для чистки,Бытовая химия,5,179.28,28.83
5a2760c1,Салатники,Посуда,4,81.43,0.0
5a2760c1,Салатники,Посуда,5,351.93,0.0
5a2760c1,Кружки,Посуда,3,472.75,20.73
a541c57d,Салатники,Посуда,3,233.74,0.0
a541c57d,Сковорода,Посуда,2,324.38,95.74
a541c57d,Чайник,Посуда,1,140.44,0.0
a541c57d,Постельное бельё,Текстиль,1,453.01,0.0
51ee8402,Сковорода,Посуда,5,393.23,0.0
a4fdc167,Жидкость для чистки,Бытовая химия,3,325.26,0.0
a4fdc167,Губки для посуды,Бытовая химия,5,306.44,0.0
986a274e,Коврики для ванной,Текстиль,1,311.35,0.0
986a274e,Моющее средство для кухни,Бытовая химия,4,225.09,33.67
1839ce57,Носки,Текстиль,1,457.61,69.84
1839ce57,Чашки,Посуда,4,260.49,0.0
1839ce57,Моющее средство для посуды,Бытовая химия,2,280.09,0.0
1839ce57,Жидкость для чистки,Бытовая химия,5,213.45,0.0
1839ce57,Губки для посуды,Бытовая химия,2,236.27,53.61
861bb547,Моющее средство для кухни,Бытовая химия,1,206.78,55.39
861bb547,Коврики для ванной,Текстиль,5,135.49,30.33
861bb547,Подушка,Текстиль,4,180.64,16.26
861bb547,Покрывала,Текстиль,4,335.09,84.09
468e8b52,Фартук,Текстиль,2,166.93,23.86
468e8b52,Подушка,Текстиль,2,276.55,57.81
468e8b52,Постельное бельё,Текстиль,3,188.45,0.0
