doc_id,item,category,amount,price,discount
eceb23a9,Порошок для стирки,Бытовая химия,4,379.03,32.2
eceb23a9,Одеяло,Текстиль,5,386.66,0.0
eceb23a9,Кастрюля,Посуда,4,486.54,0.0
eceb23a9,Чистящее средство,Бытовая химия,2,116.62,0.0
503292fc,Тарелки,Посуда,3,419.24,0.0
503292fc,Чистящее средство,Бытовая химия,3,65.91,2.27
503292fc,Одеяло,Текстиль,1,204.93,0.0
cb47a72c,Носки,Текстиль,3,67.09,0.0
360fbbae,Чайник,Посуда,5,178.18,15.96
360fbbae,Шторы,Текстиль,5,170.33,0.0
360fbbae,Чашки,Посуда,4,55.36,0.0
360fbbae,Фартук,Текстиль,1,70.06,15.92
4f9afae3,Порошок для стирки,Бытовая химия,1,280.91,76.2
4f9afae3,Ножи,Посуда,4,99.55,0.0
4f9afae3,Антибактериальные салфетки,Бытовая химия,5,80.32,0.0
43b63c2b,Покрывала,Текстиль,4,306.85,0.0
6fc2cfbf,Тостер,Посуда,4,303.58,69.83
6fc2cfbf,Моющее средство для кухни,Бытовая химия,3,215.44,31.2
6fc2cfbf,Кастрюля,Посуда,2,187.61,22.52
6fc2cfbf,Тканевые мешки для стирки,Текстиль,3,260.64,25.45
6fc2cfbf,Тостер,Посуда,5,142.97,39.61
b68071db,Сковорода,Посуда,4,224.56,0.0
b68071db,Ножи,Посуда,1,114.34,16.69
da3cc03f,Полотенца,Текстиль,4,211.88,7.16
da3cc03f,Полотенца,Текстиль,2,95.13,3.02
da3cc03f,Подушка,Текстиль,3,70.11,14.43
da3cc03f,Постельное бельё,Текстиль,3,125.7,0.0
5d9ccfc4,Освежитель воздуха,Бытовая химия,5,450.03,0.0
5d9ccfc4,Сковорода,Посуда,2,335.96,64.9
5d9ccfc4,Моющее средство для пола,Бытовая химия,1,428.99,0.0
5d9ccfc4,Моющее средство для пола,Бытовая химия,3,101.52,4.96
5d9ccfc4,Одеяло,Текстиль,5,277.45,26.14
0f5defa4,Моющее средство для посуды,Бытовая химия,4,121.98,0.0
0f5defa4,Фартук,Текстиль,2,129.74,6.79
e96e48df,Подушка,Текстиль,5,226.43,0.0
e96e48df,Освежитель воздуха,Бытовая химия,4,238.21,0.0
e96e48df,Ножи,Посуда,3,198.35,34.81
e96e48df,Одеяло,Текстиль,1,129.21,18.74
e96e48df,Салатники,Посуда,2,104.31,0.55
e72bac70,Средство для мытья окон,Бытовая химия,3,102.54,0.0
e72bac70,Покрывала,Текстиль,2,237.01,48.1
c6f286e3,Кастрюля,Посуда,5,326.19,66.4
c6f286e3,Ножи,Посуда,1,237.18,61.22
c6f286e3,Полотенца,Текстиль,4,88.98,19.49
c6f286e3,Покрывала,Текстиль,1,261.47,0.0
c6f286e3,Одеяло,Текстиль,4,190.28,55.21
c107ded2,Носки,Текстиль,1,320.44,25.69
c107ded2,Порошок для стирки,Бытовая химия,4,336.11,31.27
c107ded2,Тарелки,Посуда,2,105.32,0.0
c107ded2,Антибактериальные салфетки,Бытовая химия,2,72.65,0.0
5cc09a26,Ложки и вилки,Посуда,4,288.41,30.95
5cc09a26,Жидкость для чистки,Бытовая химия,2,463.86,69.32
5cc09a26,Чайник,Посуда,1,56.61,0.0
5cc09a26,Салатники,Посуда,5,121.31,8.93
136cdbae,Освежитель воздуха,Бытовая химия,1,94.88,16.57
136cdbae,Средство для мытья окон,Бытовая химия,1,446.32,82.2
136cdbae,Подушка,Текстиль,1,493.06,0.0
136cdbae,Чистящее средство,Бытовая химия,1,52.46,14.86
77c7efce,Чайник,Посуда,1,113.86,0.0
77c7efce,Чайник,Посуда,3,286.19,0.0
77c7efce,Антибактериальные салфетки,Бытовая химия,4,254.41,42.68
77c7efce,Ложки и вилки,Посуда,4,386.28,74.41
77c7efce,Ложки и вилки,Посуда,2,125.35,0.0
01045655,Моющее средство для посуды,Бытовая химия,3,295.46,29.1
01045655,Жидкость для чистки,Бытовая химия,4,277.77,28.78
