doc_id,item,category,amount,price,discount
9dc175dc,Салатники,Посуда,3,497.11,0.0
9dc175dc,Носки,Текстиль,2,258.41,0.0
9dc175dc,Ложки и вилки,Посуда,4,485.81,100.47
9dc175dc,Подушка,Текстиль,3,288.13,0.0
9dc175dc,Освежитель воздуха,Бытовая химия,2,107.75,30.73
67d600b7,Моющее средство для пола,Бытовая химия,4,475.47,0.0
2d4a38c4,Моющее средство для кухни,Бытовая химия,5,176.6,6.25
2d4a38c4,Полотенца,Текстиль,5,391.82,24.45
2d4a38c4,Губки для посуды,Бытовая химия,2,426.83,36.85
2d4a38c4,Салатники,Посуда,2,173.23,0.0
2d4a38c4,Тостер,Посуда,2,269.85,3.08
9813f090,Ножи,Посуда,1,64.75,0.0
9813f090,Покрывала,Текстиль,2,422.37,0.0
9813f090,Чашки,Посуда,1,277.75,0.0
b1ca0f99,Сковорода,Посуда,4,411.73,14.52
b1ca0f99,Носки,Текстиль,3,384.03,85.6
b1ca0f99,Тостер,Посуда,4,480.05,9.73
b1ca0f99,Полотенца,Текстиль,4,440.94,43.62
c8266845,Постельное бельё,Текстиль,2,157.24,21.38
c8266845,Моющее средство для кухни,Бытовая химия,2,416.25,85.5
9485c02f,Салатники,Посуда,2,314.83,0.0
9485c02f,Освежитель воздуха,Бытовая химия,3,350.43,101.93
9485c02f,Тостер,Посуда,5,363.97,0.0
9485c02f,Освежитель воздуха,Бытовая химия,5,473.0,2.33
9485c02f,Тканевые мешки для стирки,Текстиль,3,73.8,0.0
337482d7,Жидкость для чистки,Бытовая химия,1,236.75,0.0
337482d7,Ножи,Посуда,2,167.45,0.0
337482d7,Одеяло,Текстиль,2,59.18,0.0
337482d7,Ножи,Посуда,3,72.25,0.0
337482d7,Чашки,Посуда,4,248.68,0.0
6f32cf04,Фартук,Текстиль,4,131.08,17.63
6f32cf04,Ложки и вилки,Посуда,2,386.39,56.14
6f32cf04,Чайник,Посуда,5,430.91,0.0
4b60fec5,Покрывала,Текстиль,3,191.86,22.88
4b60fec5,Полотенца,Текстиль,1,66.28,7.84
4b60fec5,Покрывала,Текстиль,3,479.31,12.73
5cb6b01b,Покрывала,Текстиль,4,264.53,38.38
5cb6b01b,Ложки и вилки,Посуда,2,245.81,45.55
5cb6b01b,Покрывала,Текстиль,4,480.49,53.12
5cb6b01b,Салатники,Посуда,5,254.03,9.31
5cb6b01b,Коврики для ванной,Текстиль,4,419.14,0.0
168d737a,Фартук,Текстиль,4,479.86,0.0
168d737a,Моющее средство для пола,Бытовая химия,5,283.59,29.57
168d737a,Подушка,Текстиль,2,405.23,0.0
168d737a,Фартук,Текстиль,5,438.49,0.0
168d737a,Носки,Текстиль,4,175.52,29.24
c815657b,Постельное бельё,Текстиль,3,95.31,12.86
53b9c219,Антибактериальные салфетки,Бытовая химия,2,155.43,0.0
53b9c219,Жидкость для чистки,Бытовая химия,2,290.97,50.72
53b9c219,Моющее средство для посуды,Бытовая химия,5,58.68,0.0
53b9c219,Коврики для ванной,Текстиль,1,488.28,0.0
ba5d12ee,Губки для посуды,Бытовая химия,4,216.22,0.0
a8a9b94d,Покрывала,Текстиль,1,136.29,31.22
a8a9b94d,Чашки,Посуда,1,474.81,0.0
a8a9b94d,Кружки,Посуда,3,229.26,21.49
4e616f54,Кастрюля,Посуда,1,447.79,0.0
4e616f54,Моющее средство для кухни,Бытовая химия,1,88.29,24.61
4e616f54,Постельное бельё,Текстиль,2,307.18,61.47
6d7d7c61,Антибактериальные салфетки,Бытовая химия,2,159.62,0.0
6d7d7c61,Кружки,Посуда,3,399.74,0.0
78611721,Носки,Текстиль,4,406.2,112.55
b58c6e5e,Фартук,Текстиль,3,225.1,0.0
b58c6e5e,Постельное бельё,Текстиль,3,274.14,1.65
b58c6e5e,Одеяло,Текстиль,4,294.35,0.0
c4e76053,Чистящее средство,Бытовая химия,2,94.43,0.0
c4e76053,Средство для мытья окон,Бытовая химия,4,235.52,0.0
c4e76053,Тостер,Посуда,5,422.6,0.0
c4e76053,Шторы,Текстиль,5,324.22,58.12
c4e76053,Постельное бельё,Текстиль,3,315.04,14.92
