doc_id,item,category,amount,price,discount
13ce41bf,Подушка,Текстиль,2,469.96,18.59
13ce41bf,Постельное бельё,Текстиль,4,157.51,0.0
13ce41bf,Тостер,Посуда,5,236.15,14.91
13ce41bf,Кастрюля,Посуда,5,439.18,115.41
7704089f,Полотенца,Текстиль,2,353.06,45.49
7704089f,Жидкость для чистки,Бытовая химия,4,411.5,0.0
7704089f,Тостер,Посуда,2,145.47,0.0
7704089f,Губки для посуды,Бытовая химия,5,377.8,56.37
c5e37216,Полотенца,Текстиль,2,88.88,23.76
c5e37216,Шторы,Текстиль,5,302.18,24.99
c5e37216,Моющее средство для кухни,Бытовая химия,2,394.7,1.81
8f312926,Фартук,Текстиль,1,472.47,51.81
8f312926,Коврики для ванной,Текстиль,2,100.08,2.4
8f312926,Шторы,Текстиль,4,253.88,52.99
038fbad6,Ножи,Посуда,2,260.96,0.44
b1e42835,Шторы,Текстиль,4,339.56,0.0
b1e42835,Ложки и вилки,Посуда,4,473.1,125.95
b1e42835,Фартук,Текстиль,1,211.26,0.0
5f984095,Моющее средство для посуды,Бытовая химия,3,157.08,0.0
5f984095,Ножи,Посуда,3,85.62,12.37
5f984095,Моющее средство для посуды,Бытовая химия,4,88.07,0.0
5f984095,Фартук,Текстиль,2,56.13,0.0
621e0812,Кружки,Посуда,4,135.86,0.0
621e0812,Кружки,Посуда,2,154.75,39.61
621e0812,Сковорода,Посуда,2,466.82,99.59
621e0812,Фартук,Текстиль,3,439.3,0.0
e10120b4,Тостер,Посуда,3,261.53,69.95
e10120b4,Тканевые мешки для стирки,Текстиль,4,124.59,0.0
e10120b4,Покрывала,Текстиль,5,455.09,0.0
e10120b4,Подушка,Текстиль,4,160.02,0.0
5d74ae43,Освежитель воздуха,Бытовая химия,1,337.41,79.36
5d74ae43,Моющее средство для пола,Бытовая химия,3,359.31,0.0
5d74ae43,Покрывала,Текстиль,4,193.16,3.13
5d74ae43,Тостер,Посуда,5,159.0,0.0
d35cb97b,Освежитель воздуха,Бытовая химия,2,109.45,28.21
d35cb97b,Кастрюля,Посуда,5,481.7,0.0
d35cb97b,Одеяло,Текстиль,3,425.47,0.0
d35cb97b,Чистящее средство,Бытовая химия,4,345.58,37.68
d35cb97b,Антибактериальные салфетки,Бытовая химия,2,197.97,52.68
138a7467,Средство для мытья окон,Бытовая химия,4,327.33,16.78
138a7467,Средство для мытья окон,Бытовая химия,4,309.11,0.0
138a7467,Кастрюля,Посуда,1,289.19,0.0
d8cc20e7,Сковорода,Посуда,2,422.28,0.0
d8cc20e7,Кружки,Посуда,4,375.94,41.72
d8cc20e7,Моющее средство для пола,Бытовая химия,1,233.96,29.23
d8cc20e7,Носки,Текстиль,3,148.01,12.44
d8cc20e7,Средство для мытья окон,Бытовая химия,3,425.81,0.0
1cc85314,Постельное бельё,Текстиль,3,230.05,16.8
1cc85314,Кружки,Посуда,4,196.7,0.0
2f1dce3e,Кастрюля,Посуда,2,60.22,16.0
2f1dce3e,Полотенца,Текстиль,2,271.66,0.0
2f1dce3e,Жидкость для чистки,Бытовая химия,2,381.84,85.44
2f1dce3e,Средство для мытья окон,Бытовая химия,4,327.45,0.0
17a8651b,Одеяло,Текстиль,1,227.5,3.96
b279b039,Губки для посуды,Бытовая химия,2,492.56,26.83
b279b039,Постельное бельё,Текстиль,1,439.36,0.0
b279b039,Ножи,Посуда,3,52.82,9.18
b279b039,Коврики для ванной,Текстиль,5,105.76,5.53
21148356,Фартук,Текстиль,3,387.92,69.27
21148356,Моющее средство для посуды,Бытовая химия,3,321.98,59.98
21148356,Чайник,Посуда,5,402.73,0.0
b8bf3839,Антибактериальные салфетки,Бытовая химия,5,407.57,0.0
