doc_id,item,category,amount,price,discount
7b779722,Салатники,Посуда,4,345.54,0.0
7b779722,Кружки,Посуда,5,378.53,0.0
3fb19a04,Полотенца,Текстиль,4,414.48,0.0
672f09c1,Освежитель воздуха,Бытовая химия,4,112.67,0.0
672f09c1,Полотенца,Текстиль,1,160.31,0.0
672f09c1,Моющее средство для кухни,Бытовая химия,4,257.17,0.0
672f09c1,Салатники,Посуда,3,111.0,10.03
672f09c1,Моющее средство для посуды,Бытовая химия,2,369.83,0.0
94c99e49,Салатники,Посуда,3,166.23,7.35
94c99e49,Фартук,Текстиль,2,296.89,0.0
94c99e49,Подушка,Текстиль,3,462.16,0.0
94c99e49,Полотенца,Текстиль,2,113.65,0.0
94c99e49,Чашки,Посуда,4,419.0,0.0
2d880767,Моющее средство для посуды,Бытовая химия,1,382.86,0.0
2d880767,Фартук,Текстиль,2,477.89,68.13
2d880767,Губки для посуды,Бытовая химия,4,310.04,68.63
2d880767,Кружки,Посуда,1,262.91,0.0
e6474c95,Сковорода,Посуда,1,191.92,0.0
e6474c95,Коврики для ванной,Текстиль,3,383.65,0.0
e6474c95,Чистящее средство,Бытовая химия,4,149.05,11.08
e6474c95,Кружки,Посуда,5,170.36,32.24
a41df0f1,Губки для посуды,Бытовая химия,4,175.07,13.32
a41df0f1,Подушка,Текстиль,5,136.35,0.0
a41df0f1,Шторы,Текстиль,3,245.27,50.0
a41df0f1,Тканевые мешки для стирки,Текстиль,4,260.16,0.0
a41df0f1,Моющее средство для пола,Бытовая химия,4,387.33,100.26
fe73fa83,Губки для посуды,Бытовая химия,4,310.09,0.0
fe73fa83,Ножи,Посуда,5,421.16,0.0
fe73fa83,Коврики для ванной,Текстиль,2,495.18,18.6
fe73fa83,Освежитель воздуха,Бытовая химия,4,395.04,0.0
fe73fa83,Постельное бельё,Текстиль,1,372.28,0.0
ef102e03,Моющее средство для посуды,Бытовая химия,3,223.92,2.4
ef102e03,Покрывала,Текстиль,2,310.9,66.46
ef102e03,Подушка,Текстиль,2,328.84,0.0
79680a70,Моющее средство для пола,Бытовая химия,3,399.74,72.32
79680a70,Моющее средство для пола,Бытовая химия,5,130.11,0.62
79680a70,Тостер,Посуда,1,240.83,0.0
79680a70,Кружки,Посуда,1,326.15,0.0
45f7e6df,Ножи,Посуда,4,107.02,18.5
45f7e6df,Средство для мытья окон,Бытовая химия,3,173.85,0.0
45f7e6df,Чайник,Посуда,2,119.94,20.59
45f7e6df,Кастрюля,Посуда,5,383.91,95.63
45f7e6df,Моющее средство для кухни,Бытовая химия,2,488.52,67.99
519be826,Ножи,Посуда,4,133.34,0.0
eac69dc5,Постельное бельё,Текстиль,5,123.69,20.95
eac69dc5,Тостер,Посуда,1,295.52,0.0
cea1437f,Одеяло,Текстиль,3,142.12,12.94
1c8904aa,Постельное бельё,Текстиль,1,269.29,12.81
1c8904aa,Тканевые мешки для стирки,Текстиль,5,139.42,23.86
1c8904aa,Тканевые мешки для стирки,Текстиль,2,452.19,0.0
1c8904aa,Тостер,Посуда,4,278.33,26.78
1c8904aa,Тканевые мешки для стирки,Текстиль,4,90.37,0.0
c67dd763,Моющее средство для кухни,Бытовая химия,5,182.72,0.0
c67dd763,Средство для мытья окон,Бытовая химия,4,234.03,43.9
c67dd763,Кастрюля,Посуда,3,181.19,21.68
c67dd763,Кастрюля,Посуда,4,435.94,0.0
c67dd763,Сковорода,Посуда,5,100.27,0.0
149672f8,Жидкость для чистки,Бытовая химия,3,402.91,0.0
149672f8,Кастрюля,Посуда,4,65.67,0.0
70daaf44,Салатники,Посуда,3,259.48,0.0
70daaf44,Коврики для ванной,Текстиль,4,424.43,0.0
70daaf44,Губки для посуды,Бытовая химия,1,288.92,32.64
a5bfe6c9,Кружки,Посуда,2,465.1,0.0
a5bfe6c9,Моющее средство для посуды,Бытовая химия,1,113.8,28.95
a5bfe6c9,Сковорода,Посуда,4,143.13,0.0
a5bfe6c9,Одеяло,Текстиль,3,141.05,0.0
a5bfe6c9,Освежитель воздуха,Бытовая химия,1,227.3,0.0
