doc_id,item,category,amount,price,discount
4a99bd7d,Постельное бельё,Текстиль,3,125.07,0.0
d030903a,Моющее средство для посуды,Бытовая химия,4,412.82,123.34
d030903a,Чашки,Посуда,4,201.38,0.0
d030903a,Тканевые мешки для стирки,Текстиль,2,415.03,64.25
d030903a,Кастрюля,Посуда,3,396.02,0.0
e4e43ddd,Носки,Текстиль,1,314.73,46.03
e4e43ddd,Моющее средство для кухни,Бытовая химия,1,245.83,30.77
e4e43ddd,Жидкость для чистки,Бытовая химия,4,150.99,0.0
e4e43ddd,Постельное бельё,Текстиль,4,304.04,58.34
9e266584,Моющее средство для пола,Бытовая химия,5,337.89,85.07
6b3d52d7,Подушка,Текстиль,3,389.51,54.09
6b3d52d7,Подушка,Текстиль,1,268.29,31.33
6b3d52d7,Ложки и вилки,Посуда,2,398.5,0.0
6b3d52d7,Чистящее средство,Бытовая химия,1,85.35,17.43
6b3d52d7,Кастрюля,Посуда,4,392.03,0.83
0fb15f1d,Тостер,Посуда,1,378.45,0.0
0fb15f1d,Полотенца,Текстиль,5,264.82,46.95
0fb15f1d,Салатники,Посуда,1,380.79,0.0
0fb15f1d,Чистящее средство,Бытовая химия,4,456.99,0.0
0fb15f1d,Носки,Текстиль,2,65.85,4.13
25750a29,Носки,Текстиль,5,91.13,0.0
25750a29,Моющее средство для кухни,Бытовая химия,3,58.57,6.87
25750a29,Порошок для стирки,Бытовая химия,2,360.45,0.0
1a4fe826,Тканевые мешки для стирки,Текстиль,1,211.05,42.04
1a4fe826,Кружки,Посуда,2,247.04,21.59
1a4fe826,Носки,Текстиль,5,370.18,78.17
1a4fe826,Тостер,Посуда,2,408.03,0.0
ec3021bf,Антибактериальные салфетки,Бытовая химия,3,373.9,13.0
ec3021bf,Освежитель воздуха,Бытовая химия,5,82.4,20.6
280abb02,Коврики для ванной,Текстиль,1,213.82,0.0
280abb02,Чистящее средство,Бытовая химия,5,446.26,74.55
280abb02,Тарелки,Посуда,2,245.95,1.05
280abb02,Полотенца,Текстиль,1,342.29,0.0
c29236d0,Постельное бельё,Текстиль,5,403.94,58.21
c29236d0,Ножи,Посуда,3,297.87,0.0
3f0ddd18,Порошок для стирки,Бытовая химия,5,423.56,7.09
3f0ddd18,Моющее средство для пола,Бытовая химия,3,170.99,0.0
3f0ddd18,Тарелки,Посуда,4,152.18,33.92
58e354e0,Чашки,Посуда,1,331.33,0.0
58e354e0,Моющее средство для пола,Бытовая химия,1,482.58,69.79
58e354e0,Средство для мытья окон,Бытовая химия,4,482.43,41.19
58e354e0,Средство для мытья окон,Бытовая химия,4,194.49,52.09
6f1f2d80,Тостер,Посуда,4,370.96,26.59
6f1f2d80,Жидкость для чистки,Бытовая химия,1,161.67,0.0
6f1f2d80,Антибактериальные салфетки,Бытовая химия,3,88.75,10.0
6f1f2d80,Средство для мытья окон,Бытовая химия,2,89.13,6.1
4c3725c6,Тарелки,Посуда,1,245.94,38.24
4c3725c6,Сковорода,Посуда,4,244.5,5.4
60d733c1,Чистящее средство,Бытовая химия,3,377.27,80.46
60d733c1,Чашки,Посуда,4,436.79,6.06
15b5f23a,Ножи,Посуда,2,248.65,19.45
674fc582,Чистящее средство,Бытовая химия,2,395.24,97.22
674fc582,Жидкость для чистки,Бытовая химия,4,490.99,0.0
674fc582,Чайник,Посуда,2,493.27,0.0
674fc582,Носки,Текстиль,4,70.2,1.39
ef0c87ee,Чашки,Посуда,1,194.14,0.0
ef0c87ee,Жидкость для чистки,Бытовая химия,2,266.98,38.34
ef0c87ee,Покрывала,Текстиль,5,343.12,95.55
ef0c87ee,Чайник,Посуда,3,76.84,0.0
51f691c5,Ножи,Посуда,2,257.46,56.76
51f691c5,Моющее средство для посуды,Бытовая химия,1,302.54,0.0
51f691c5,Носки,Текстиль,4,126.82,13.03
5e7a055a,Чайник,Посуда,5,233.31,20.22
5e7a055a,Сковорода,Посуда,5,295.18,78.77
6cadf9e3,Средство для мытья окон,Бытовая химия,2,381.07,0.0
6cadf9e3,Тканевые мешки для стирки,Текстиль,1,188.95,0.0
6cadf9e3,Тарелки,Посуда,3,255.08,64.13
6cadf9e3,Средство для мытья окон,Бытовая химия,5,200.45,0.0
6cadf9e3,Тостер,Посуда,3,426.62,89.74
eae6ffa0,Покрывала,Текстиль,1,480.39,110.27
eae6ffa0,Салатники,Посуда,1,62.71,0.0
eae6ffa0,Носки,Текстиль,2,108.97,0.0
eae6ffa0,Подушка,Текстиль,3,470.95,0.0
eae6ffa0,Шторы,Текстиль,3,85.01,0.0
5aa6ba27,Кастрюля,Посуда,5,164.94,20.42
5aa6ba27,Носки,Текстиль,3,344.05,35.44
5aa6ba27,Фартук,Текстиль,5,231.5,0.0
5aa6ba27,Моющее средство для кухни,Бытовая химия,3,297.54,0.0
5aa6ba27,Кастрюля,Посуда,3,488.49,60.78
