doc_id,item,category,amount,price,discount
65824803,Носки,Текстиль,1,309.98,0.0
65824803,Тканевые мешки для стирки,Текстиль,3,227.99,0.0
26d03d57,Чашки,Посуда,4,308.96,0.0
26d03d57,Носки,Текстиль,4,378.98,0.0
26d03d57,Ножи,Посуда,2,210.95,0.0
26d03d57,Губки для посуды,Бытовая химия,4,141.27,0.0
26d03d57,Сковорода,Посуда,2,222.09,53.0
47f3c159,Чистящее средство,Бытовая химия,5,360.24,0.97
47f3c159,Чистящее средство,Бытовая химия,2,173.36,0.0
54721326,Постельное бельё,Текстиль,1,386.23,0.0
54721326,Порошок для стирки,Бытовая химия,4,245.32,37.12
54721326,Ложки и вилки,Посуда,1,401.75,0.0
54721326,Ножи,Посуда,3,279.75,47.05
54721326,Кастрюля,Посуда,4,276.46,39.56
0dd09a5f,Шторы,Текстиль,4,407.48,0.0
0dd09a5f,Ножи,Посуда,5,90.92,9.28
6f08aa24,Салатники,Посуда,1,367.45,0.0
6f08aa24,Моющее средство для посуды,Бытовая химия,2,495.38,0.0
95b41ae7,Тарелки,Посуда,5,463.33,0.0
86ed5644,Одеяло,Текстиль,5,57.84,14.89
86ed5644,Одеяло,Текстиль,4,137.5,0.0
86ed5644,Антибактериальные салфетки,Бытовая химия,2,322.29,0.0
86ed5644,Освежитель воздуха,Бытовая химия,2,194.24,15.97
86ed5644,Моющее средство для кухни,Бытовая химия,3,201.97,0.0
cd83c274,Салатники,Посуда,4,162.4,0.0
cd83c274,Тканевые мешки для стирки,Текстиль,1,251.65,41.0
cd83c274,Моющее средство для пола,Бытовая химия,1,477.21,0.0
cd83c274,Кружки,Посуда,5,82.97,13.44
5d9124ea,Порошок для стирки,Бытовая химия,4,451.7,103.7
5d9124ea,Кастрюля,Посуда,2,279.2,0.0
54db1f86,Ножи,Посуда,2,328.4,42.79
54db1f86,Жидкость для чистки,Бытовая химия,5,366.82,0.0
54db1f86,Тканевые мешки для стирки,Текстиль,2,285.02,0.0
54db1f86,Постельное бельё,Текстиль,3,67.7,13.95
54db1f86,Фартук,Текстиль,3,247.89,38.97
e0554f6b,Одеяло,Текстиль,2,114.2,0.0
e0554f6b,Салатники,Посуда,2,67.08,16.91
e0554f6b,Моющее средство для кухни,Бытовая химия,2,288.8,25.28
e0554f6b,Антибактериальные салфетки,Бытовая химия,2,499.78,0.0
e0554f6b,Тостер,Посуда,2,360.03,0.0
46fa4c98,Покрывала,Текстиль,4,434.0,29.99
46fa4c98,Шторы,Текстиль,3,204.77,0.0
46fa4c98,Средство для мытья окон,Бытовая химия,3,308.62,0.0
b4df67f6,Полотенца,Текстиль,3,440.1,23.51
4727b6a0,Полотенца,Текстиль,1,309.26,0.0
4727b6a0,Тарелки,Посуда,4,229.07,50.55
4727b6a0,Покрывала,Текстиль,3,484.23,69.99
4727b6a0,Чайник,Посуда,4,313.2,0.0
ae872d2f,Освежитель воздуха,Бытовая химия,5,171.38,19.61
ae872d2f,Ножи,Посуда,5,170.79,25.52
ae872d2f,Моющее средство для кухни,Бытовая химия,5,448.83,121.64
ae872d2f,Губки для посуды,Бытовая химия,4,430.72,96.5
dae5fdd0,Средство для мытья окон,Бытовая химия,4,210.93,46.66
dae5fdd0,Салатники,Посуда,5,412.22,84.1
dae5fdd0,Порошок для стирки,Бытовая химия,1,411.31,48.29
dae5fdd0,Тостер,Посуда,4,264.95,29.77
dae5fdd0,Моющее средство для кухни,Бытовая химия,2,421.07,58.41
8a9244d6,Коврики для ванной,Текстиль,1,432.45,0.0
8a9244d6,Ножи,Посуда,1,342.04,81.99
8a9244d6,Салатники,Посуда,5,323.14,15.72
5e0e91b7,Подушка,Текстиль,1,424.67,63.87
5e0e91b7,Моющее средство для посуды,Бытовая химия,1,376.53,108.01
5e0e91b7,Подушка,Текстиль,5,280.5,0.0
5e0e91b7,Тканевые мешки для стирки,Текстиль,4,458.19,108.26
4768cd4e,Моющее средство для кухни,Бытовая химия,5,327.08,0.0
4768cd4e,Подушка,Текстиль,5,366.14,0.0
4768cd4e,Средство для мытья окон,Бытовая химия,1,138.91,38.68
4768cd4e,Полотенца,Текстиль,3,382.4,10.64
4768cd4e,Чашки,Посуда,2,286.67,29.86
0add9017,Подушка,Текстиль,5,472.12,0.0
0add9017,Покрывала,Текстиль,4,298.82,0.0
0add9017,Коврики для ванной,Текстиль,5,314.62,0.0
512aa5d2,Шторы,Текстиль,3,197.29,0.0
491636cf,Полотенца,Текстиль,4,64.94,17.04
491636cf,Постельное бельё,Текстиль,5,62.14,0.0
80deb28f,Постельное бельё,Текстиль,4,326.96,74.8
80deb28f,Жидкость для чистки,Бытовая химия,4,380.6,0.0
80deb28f,Моющее средство для пола,Бытовая химия,1,85.53,0.0
c7ec64a5,Освежитель воздуха,Бытовая химия,1,92.24,0.0
c7ec64a5,Ножи,Посуда,5,347.07,16.22
c7ec64a5,Кружки,Посуда,2,99.83,0.0
