doc_id,item,category,amount,price,discount
92261642,Кружки,Посуда,5,52.97,0.0
92261642,Чашки,Посуда,2,101.56,0.0
92261642,Освежитель воздуха,Бытовая химия,5,257.87,26.37
92261642,Антибактериальные салфетки,Бытовая химия,4,461.26,0.0
92261642,Постельное бельё,Текстиль,1,122.27,0.0
ce9d22d4,Сковорода,Посуда,5,103.86,13.09
ce9d22d4,Салатники,Посуда,4,316.32,60.08
ce9d22d4,Антибактериальные салфетки,Бытовая химия,5,80.4,7.0
ce9d22d4,Коврики для ванной,Текстиль,3,153.44,0.0
c622f746,Одеяло,Текстиль,1,261.08,0.0
c622f746,Фартук,Текстиль,3,195.99,0.0
9749429a,Жидкость для чистки,Бытовая химия,1,210.71,24.98
d170feab,Тарелки,Посуда,5,203.23,19.29
0481c709,Чашки,Посуда,2,88.38,19.9
0481c709,Моющее средство для посуды,Бытовая химия,5,191.32,0.0
0481c709,Ножи,Посуда,2,201.29,0.0
0481c709,Кружки,Посуда,1,375.08,91.17
b84e0aad,Ложки и вилки,Посуда,2,321.18,0.0
b84e0aad,Покрывала,Текстиль,1,69.78,1.69
b84e0aad,Фартук,Текстиль,3,247.4,60.13
b84e0aad,Постельное бельё,Текстиль,3,244.92,0.0
b84e0aad,Полотенца,Текстиль,2,360.41,88.54
3ca45457,Порошок для стирки,Бытовая химия,2,171.91,35.81
3ca45457,Моющее средство для посуды,Бытовая химия,5,139.02,0.0
ae0cc75d,Фартук,Текстиль,2,383.45,81.85
ae0cc75d,Кружки,Посуда,3,322.04,0.0
ae0cc75d,Тканевые мешки для стирки,Текстиль,4,148.49,0.0
ae0cc75d,Чистящее средство,Бытовая химия,1,391.39,0.0
ae0cc75d,Тостер,Посуда,4,136.33,21.56
5df5db64,Коврики для ванной,Текстиль,4,164.14,16.16
5df5db64,Носки,Текстиль,1,458.05,0.0
5df5db64,Фартук,Текстиль,5,148.61,38.9
f2545394,Шторы,Текстиль,2,241.73,0.0
f2545394,Чистящее средство,Бытовая химия,1,105.13,0.0
f2545394,Освежитель воздуха,Бытовая химия,4,292.79,54.75
f2545394,Средство для мытья окон,Бытовая химия,2,122.14,21.68
4347ea4b,Подушка,Текстиль,1,359.48,72.23
4347ea4b,Моющее средство для кухни,Бытовая химия,4,74.77,0.0
4347ea4b,Тканевые мешки для стирки,Текстиль,3,299.82,0.0
959cb4c3,Ножи,Посуда,1,303.03,60.02
959cb4c3,Ножи,Посуда,5,61.8,12.32
959cb4c3,Тарелки,Посуда,2,53.0,3.4
959cb4c3,Сковорода,Посуда,2,86.07,2.25
c53e380c,Порошок для стирки,Бытовая химия,4,370.93,28.95
c53e380c,Моющее средство для пола,Бытовая химия,5,130.11,0.0
96526117,Моющее средство для кухни,Бытовая химия,3,208.42,0.0
96526117,Моющее средство для пола,Бытовая химия,2,437.56,0.0
