doc_id,item,category,amount,price,discount
4cb898d7,Ножи,Посуда,4,302.91,0.0
4cb898d7,Моющее средство для пола,Бытовая химия,5,493.91,0.0
4cb898d7,Моющее средство для кухни,Бытовая химия,1,214.59,3.51
4cb898d7,Чайник,Посуда,2,146.39,33.67
4cb898d7,Салатники,Посуда,1,357.66,30.63
ebb6b1b5,Одеяло,Текстиль,1,132.28,9.94
f43c461e,Подушка,Текстиль,4,472.91,15.61
f43c461e,Покрывала,Текстиль,3,186.18,47.7
c0727942,Губки для посуды,Бытовая химия,1,250.29,0.0
806e9ea9,Тканевые мешки для стирки,Текстиль,4,459.69,0.0
806e9ea9,Подушка,Текстиль,4,102.32,24.88
806e9ea9,Тарелки,Посуда,5,424.99,85.38
384aba25,Полотенца,Текстиль,1,414.73,36.03
384aba25,Кастрюля,Посуда,2,434.67,83.14
e43471f7,Средство для мытья окон,Бытовая химия,1,444.23,0.0
778474df,Чашки,Посуда,3,295.31,0.0
778474df,Сковорода,Посуда,5,115.19,0.0
778474df,Подушка,Текстиль,3,328.33,22.15
9436a620,Тарелки,Посуда,3,496.71,33.98
9436a620,Чашки,Посуда,2,420.61,0.0
9436a620,Освежитель воздуха,Бытовая химия,3,115.53,0.0
9436a620,Антибактериальные салфетки,Бытовая химия,4,478.63,3.68
9436a620,Коврики для ванной,Текстиль,2,240.78,58.8
d3583496,Чистящее средство,Бытовая химия,5,408.63,120.01
d3583496,Шторы,Текстиль,2,348.8,0.0
d3583496,Коврики для ванной,Текстиль,3,384.21,0.0
d3583496,Постельное бельё,Текстиль,2,497.11,0.0
34322c15,Моющее средство для кухни,Бытовая химия,5,422.79,0.0
34322c15,Чистящее средство,Бытовая химия,5,471.44,16.37
4ced884a,Покрывала,Текстиль,4,452.85,119.83
2cf9c061,Тканевые мешки для стирки,Текстиль,5,175.65,36.26
2cf9c061,Ножи,Посуда,3,489.95,23.86
2cf9c061,Полотенца,Текстиль,5,356.91,17.02
2cf9c061,Покрывала,Текстиль,2,144.59,35.44
4afde4d2,Салатники,Посуда,1,296.45,0.0
4afde4d2,Кружки,Посуда,2,378.55,0.0
4afde4d2,Ножи,Посуда,1,205.97,0.0
843ab587,Моющее средство для кухни,Бытовая химия,5,61.67,0.03
843ab587,Губки для посуды,Бытовая химия,2,213.69,52.03
843ab587,Полотенца,Текстиль,5,338.68,72.05
e403794b,Чайник,Посуда,2,491.21,0.0
e403794b,Средство для мытья окон,Бытовая химия,1,319.75,0.0
e403794b,Губки для посуды,Бытовая химия,5,398.57,0.0
bb72db99,Кастрюля,Посуда,4,456.4,40.28
bb72db99,Коврики для ванной,Текстиль,2,341.75,0.0
bb72db99,Ножи,Посуда,1,462.14,0.0
bb72db99,Чайник,Посуда,2,267.13,8.91
bb72db99,Жидкость для чистки,Бытовая химия,4,277.77,3.31
71b473fa,Кастрюля,Посуда,1,162.45,26.78
23514b3a,Подушка,Текстиль,1,343.11,0.0
23514b3a,Покрывала,Текстиль,3,386.65,0.0
23514b3a,Одеяло,Текстиль,3,351.36,0.0
6cab99a1,Средство для мытья окон,Бытовая химия,4,287.74,0.0
5f2645c5,Ложки и вилки,Посуда,5,140.5,0.0
ea40a79b,Кружки,Посуда,3,111.82,0.0
ea40a79b,Тостер,Посуда,3,171.97,18.15
ea40a79b,Моющее средство для кухни,Бытовая химия,4,429.97,0.0
ea40a79b,Губки для посуды,Бытовая химия,3,279.59,0.0
ea40a79b,Губки для посуды,Бытовая химия,4,207.92,0.0
ecb527c0,Шторы,Текстиль,4,161.1,0.0
80e4a089,Моющее средство для пола,Бытовая химия,1,458.08,0.0
80e4a089,Губки для посуды,Бытовая химия,4,335.22,20.99
80e4a089,Ножи,Посуда,2,488.02,0.0
80e4a089,Порошок для стирки,Бытовая химия,4,347.91,0.0
3c403ee6,Кастрюля,Посуда,5,428.18,101.03
3c403ee6,Антибактериальные салфетки,Бытовая химия,4,257.89,14.67
3c403ee6,Жидкость для чистки,Бытовая химия,5,65.6,0.0
84aa24f0,Порошок для стирки,Бытовая химия,2,494.55,142.47
84aa24f0,Ножи,Посуда,2,156.5,1.13
84aa24f0,Моющее средство для кухни,Бытовая химия,2,314.5,0.0
